Human,Mice
ZCCHC13,Zcchc13
EIF2B1,Eif2b1
PHLPP2,Phlpp2
RAB1A,Rab1
OR52B6,Olfr618
UCP3,Ucp3
MMP17,Mmp17
OR4K1,Olfr728
EIF5A2,Eif5a2
PRSS45,Prss45
ANKFN1,Ankfn1
PLA2G5,Pla2g5
LRRC66,Lrrc66
ZNF609,Zfp609
ARF4,Arf4
PEX14,Pex14
ZNF570,Zfp39
SYNM,Synm
REG3G,Reg3g
EARS2,Ears2
ESF1,Esf1
ATF7,Atf7
EDEM1,Edem1
MID1,Mid1
ANKZF1,Ankzf1
SLC25A20,Slc25a20
CAND2,Cand2
FAM189A2,Fam189a2
RF02187,Gm27960
FFAR2,Ffar2
PRKAG3,Prkag3
ACIN1,Acin1
CHORDC1,Chordc1
GATA1,Gata1
NEURL1B,Neurl1b
RN7SKP253,Gm26321
RNU6-1158P,Gm26111
PCDHB6,Pcdhb13
CACNG3,Cacng3
PROKR1,Prokr1
FCGR2A,Fcgr3
ERCC5,Ercc5
NUGGC,Nuggc
COA4,Coa4
CERS4,Cers4
HDAC6,Hdac6
RIOK2,Riok2
MINOS1,Minos1
LRP1B,Lrp1b
HTRA3,Htra3
IRF2BPL,Irf2bpl
DCAF7,Dcaf7
CNIH4,Cnih4
PIGK,Pigk
ADPRHL1,Adprhl1
SYS1,Sys1
MOCS3,Mocs3
DLG3,Dlg3
TAF4,Taf4a
MCOLN2,Mcoln2
TRAM2,Tram2
KRT71,Krt71
CCDC183,Cccd183
SRP54,Srp54a
SYT4,Syt4
CPA2,Cpa2
ATOH1,Atoh1
NLRP10,Nlrp10
IRF2BP1,Irf2bp1
ZDHHC6,Zdhhc6
FAM92A,Fam92a
MESD,Mesd
CDK2AP1,Cdk2ap1
FNBP4,Fnbp4
SRRM5,AC161166.1
S1PR1,S1pr1
KCNS3,Kcns3
AGFG1,Agfg1
IQCF6,Iqcf6
MAB21L4,2310007B03Rik
HOXB5,Hoxb5
PAX8,Pax8
PLXND1,Plxnd1
SLC34A1,Slc34a1
GDPD5,Gdpd5
BCDIN3D,Bcdin3d
DLGAP1,Dlgap1
CHD2,Chd2
ZNF560,Zfp560
RPS19BP1,Rps19bp1
TREX2,Trex2
DIABLO,Diablo
SMPD3,Smpd3
SNORA68,Snora68
ITIH4,Itih4
TEX33,Tex33
ALK,Alk
LRMDA,Lrmda
RPS3,Rps3
BICRAL,Bicral
RBP4,Rbp4
CLVS1,Clvs1
VGLL4,Vgll4
EID1,Eid1
CHST13,Chst13
DUS1L,Dus1l
KNOP1,Knop1
NENF,Nenf
NUS1,Nus1
TTPA,Ttpa
ERBB4,Erbb4
NDNF,Ndnf
NGDN,Ngdn
KAT2A,Kat2a
SLA2,Sla2
SLC27A1,Slc27a1
KRT17,Krt17
MTM1,Mtm1
SFRP2,Sfrp2
UBXN2B,Ubxn2b
GSN,Gsn
CFAP97,Cfap97
HYPK,Hypk
SCX,Scx
WISP1,Wisp1
TRIM15,Trim15
RNPEP,Rnpep
ZNF700,Gm10324
FAM83E,Fam83e
PDYN,Pdyn
RNU1-17P,Gm23039
CELF1,Celf1
CHST11,Chst11
SH2D6,Sh2d6
ALDH1L1,Aldh1l1
KLHDC2,Klhdc2
ANKS3,Anks3
MMP28,Mmp28
C20orf202,Tmem74bos
SPEF1,Spef1
OPA1,Opa1
C17orf99,6030468B19Rik
TMEM132D,Tmem132d
PARK7,Park7
HOXD10,Hoxd10
SLC17A8,Slc17a8
JPH2,Jph2
GLRX2,Glrx2
F8,F8
GJA10,Gja10
BTNL9,Btnl9
RBM4B,Rbm4b
NAA38,Naa38
GFAP,Gfap
PAFAH2,Pafah2
TMEM106B,Tmem106b
RPGRIP1,Rpgrip1
L1CAM,L1cam
RUNX2,Runx2
TMEM163,Tmem163
CSNK2A2,Csnk2a2
KRTAP2-3,Gm11938
MTFR1,Mtfr1
TRAF3IP2,Traf3ip2
UBR4,Ubr4
SEMA4F,Sema4f
TRAK1,Trak1
OMP,Omp
PLXNA4,Plxna4
ZNF253,Zfp65
ADD3,Add3
DPPA2,Dppa2
TAS2R7,Tas2r130
AMELY,Amelx
ATF5,Atf5
MSLN,Msln
MIR183,Mir183
PSD,Psd
PPIG,Ppig
KCNE4,Kcne4
VHL,Vhl
MOCS2,Mocs2
CD302,Cd302
LSM11,Lsm11
SLCO2A1,Slco2a1
ROBO3,Robo3
APC2,Apc2
CHMP2A,Chmp2a
AC011462.1,Tgfb1
PRDM16,Prdm16
ACTR6,Actr6
FAM3B,Fam3b
NOBOX,Nobox
ATP5B,Atp5b
GSX1,Gsx1
DTWD1,Dtwd1
PTGS1,Ptgs1
ITK,Itk
MYZAP,Myzap
RRAGC,Rragc
RBBP4,Rbbp4
MMAA,Mmaa
MEIS3,Meis3
ILK,Ilk
GRK6,Grk6
TMEM131,Tmem131
KRTAP29-1,Krtap29-1
CCDC137,Ccdc137
COPS8,Cops8
SYT2,Syt2
TRPS1,Trps1
USP35,Usp35
SRD5A1,Srd5a1
MMP3,Mmp3
HEXA,Hexa
GPR39,Gpr39
RGS22,Rgs22
SMARCD1,Smarcd1
CBFA2T2,Cbfa2t2
GPR75,Gpr75
MSMO1,Sc4mol
MYO18B,Myo18b
MOV10L1,Mov10l1
HSPE1,Hspe1
FLOT1,Flot1
CLDN5,Cldn5
ATPAF1,Atpaf1
CDC42BPB,Cdc42bpb
GPR180,Gpr180
RNU6-728P,Gm24073
PLK3,Plk3
MIR98,Mir98
EDA,Eda
UNG,Ung
IZUMO2,Izumo2
MRE11,Mre11a
SPRY2,Spry2
TRPV1,Trpv1
RF02209,Gm27538
GDF15,Gdf15
HSPA4L,Hspa4l
CDKN1B,Cdkn1b
PRR5-ARHGAP8,Arhgap8
RGPD2,Ranbp2
LCORL,Lcorl
PRR29,Prr29
MC1R,Mc1r
EIPR1,Eipr1
DCTN1,Dctn1
IBSP,Ibsp
RNU6-295P,Gm24374
JUN,Jun
SRP72,Srp72
SNORD121B,Gm22888
ASB4,Asb4
RCN3,Rcn3
SMIM26,Smim26
RNASEH2C,Rnaseh2c
SERPINB3,Serpinb3d
SNAPIN,Snapin
HACE1,Hace1
PLPBP,Plpbp
SFXN4,Sfxn4
CCDC91,Ccdc91
FIGNL1,Fignl1
CRHR2,Crhr2
AKR7L,Akr7a5
RBBP9,Rbbp9
SELENOV,Selenov
RF02090,Gm27585
CKS2,Cks2
IL1RAP,Il1rap
NIF3L1,Nif3l1
OR10C1,Olfr95
OR10AG1,Olfr1123
ANO10,Ano10
DAPP1,Dapp1
TUBE1,Tube1
DGKD,Dgkd
SDF4,Sdf4
CAMLG,Caml
PCGF2,Pcgf2
LIN9,Lin9
PAX3,Pax3
SLC25A22,Slc25a22
ZNF512,Zfp512
WDR33,Wdr33
CANT1,Cant1
FBP1,Fbp1
RNU6-1056P,Gm23507
HYLS1,Hyls1
FARSB,Farsb
CTHRC1,Cthrc1
LRRK2,Lrrk2
TBRG1,Tbrg1
LARS2,Lars2
SLC39A11,Slc39a11
FAM114A1,Fam114a1
TSPAN9,Tspan9
NR1H4,Nr1h4
RF02215,Gm27494
DOP1B,Dop1b
LIPT1,Lipt1
PIR,Pir
SLC13A1,Slc13a1
GOPC,Gopc
HOXC5,Hoxc5
GLUD1,Glud1
ABHD11,Abhd11
SHISA9,Shisa9
MIR124-2,Mir124a-2
IFNA6,Ifna6
MIR423,Mir423
ARSG,Arsg
DHX29,Dhx29
CABCOCO1,Cabcoco1
IFT74,Ift74
C6orf222,4930539E08Rik
RBM33,Rbm33
TMEM186,Tmem186
NR6A1,Nr6a1
ITSN1,Itsn1
KLK3,Klk1b8
RICTOR,Rictor
SQOR,Sqor
DYNC1LI2,Dync1li2
CTBP2,Ctbp2
TENT2,Tent2
ZFYVE28,Zfyve28
RANGRF,Rangrf
TMIE,Tmie
TMPRSS4,Tmprss4
MIRLET7E,Mirlet7e
CYTL1,Cytl1
UBAP2,Ubap2
NRXN2,Nrxn2
GADD45B,Gadd45b
CPVL,Cpvl
LACTBL1,Lactbl1
QSER1,Qser1
TCP11L2,Tcp11l2
PIK3AP1,Pik3ap1
HOXD4,Hoxd4
NUP54,Nup54
CPSF4L,Cpsf4l
SEL1L3,Sel1l3
PRODH2,Prodh2
RARB,Rarb
C18orf25,8030462N17Rik
PRSS55,Prss55
CES2,Ces2h
RBM25,Rbm25
PRR11,Prr11
WDR24,Wdr24
EXOSC10,Exosc10
ZNF366,Zfp366
HAVCR2,Havcr2
SH3PXD2A,Sh3pxd2a
C11orf49,1110051M20Rik
TNFSF12-TNFSF13,Tnfsf12Tnfsf13
MAGEB1,Mageb3
TXNIP,Txnip
GCC2,Gcc2
MNAT1,Mnat1
RAB32,Rab32
KPTN,Kptn
PACRG,Pacrg
NCEH1,Nceh1
DKC1,Dkc1
GCLM,Gclm
ATP6V1A,Atp6v1a
ATP5F1D,Atp5d
GTF2H1,Gtf2h1
RRP1,Rrp1
AMT,Amt
VASN,Vasn
TNRC6C,Tnrc6c
FKBP8,Fkbp8
RNU6-453P,Gm24631
PCDHA3,Pcdha3
FANK1,Fank1
HORMAD1,Hormad1
EIF3E,Eif3e
PGM5,Pgm5
BICDL2,Bicdl2
CACNA2D3,Cacna2d3
GJB4,Gjb4
ZNF383,Zfp383
GRID2IP,Grid2ip
HSBP1L1,Hsbp1l1
TSBP1,BC051142
AGFG2,Agfg2
TRPC4,Trpc4
WDR45,Wdr45
NFATC3,Nfatc3
NUP85,Nup85
GHITM,Ghitm
TMEM110-MUSTN1,Tmem110
RF02248,Gm27610
METTL23,Mettl23
MRRF,Mrrf
NGEF,Ngef
EIF3B,Eif3b
SKP2,Skp2
CYHR1,Cyhr1
SNORA74A,Snora74a
SNORD14D,Snord14d
DUSP8,Dusp8
NLRP9,Nlrp9b
SYNPR,Synpr
HDAC2,Hdac2
HOXD3,Hoxd3
BRK1,Brk1
PNRC1,Pnrc1
SPEF2,Spef2
IGLC3,Iglc3
VPS35L,Vps35l
CDK3,Cdk3-ps
ZNF711,Zfp711
CBX3,Cbx3
GRB2,Grb2
FER,Fert2
SUV39H1,Suv39h1
LARP4,Larp4
OR4C11,Olfr1206
PI15,Pi15
ZFAND2B,Zfand2b
XYLB,Xylb
LCA5L,Lca5l
SLC38A7,Slc38a7
AXDND1,Axdnd1
PCDHA7,Pcdha7
TCTE3,Gm3448
ADAMTS19,Adamts19
COL8A1,Col8a1
ACSS2,Acss2
FCHSD1,Fchsd1
IZUMO1,Izumo1
HDAC4,Hdac4
MGLL,Mgll
HIST1H3D,Hist1h3a
CP,Cp
PBK,Pbk
ABI3,Abi3
BIN3,Bin3
FIG4,Fig4
SP6,Sp6
MC4R,Mc4r
PTBP1,Ptbp1
EVA1C,Eva1c
HIGD2A,Higd2a
NAB1,Nab1
GABRB1,Gabrb1
CCND1,Ccnd1
TM9SF2,Tm9sf2
POLR3H,Polr3h
ALG8,Alg8
TMEM165,Tmem165
MIR124-1,Mir124a-1
HIST1H3G,Hist2h3c2
ODR4,Odr4
EMB,Emb
ADRB2,Adrb2
DNHD1,Dnhd1
SLC12A3,Slc12a3
PSMC3,Psmc3
ART3,Art3
ORAI2,Orai2
SIL1,Sil1
SERPINE1,Serpine1
PIK3CD,Pik3cd
BAALC,Baalc
UBAP1,Ubap1
VPS13D,Vps13d
RASAL1,Rasal1
ANKRD52,Ankrd52
BPIFA1,Bpifa1
MPZL1,Mpzl1
F11,F11
LY6H,Ly6h
SIGIRR,Sigirr
SPEN,Spen
MYL12A,Myl12b
P4HA1,P4ha1
FAM174A,Fam174a
DSP,Dsp
TBR1,Tbr1
METTL3,Mettl3
NCLN,Ncln
NEK7,Nek7
EPPIN,Wfdc6a
CRACR2B,Cracr2b
RIMS3,Rims3
RILP,Rilp
ZG16B,Sbpl
NSRP1,Ccdc55
CAMK2N1,Camk2n1
F8A1,F8a
SS18L2,Deb1
EFTUD2,Eftud2
ETNK2,Etnk2
BUB3,Bub3
VPS53,Vps53
RAI2,Rai2
C10orf99,2610528A11Rik
BACE2,Bace2
KIAA1456,6430573F11Rik
WDR13,Wdr13
RFX7,Rfx7
OR2A7,Olfr13
APOC2,Apoc2
OLIG3,Olig3
GPER1,Gper1
RN7SL838P,Gm22701
SNORD69,Snord69
OR13D1,Olfr270
PPP2R1B,Ppp2r1b
RNU6-984P,Gm23097
LRRC9,Lrrc9
KLHL32,Klhl32
MET,Met
PRDM9,Prdm9
ATP2A2,Atp2a2
TMEM225,Tmem225
TEX11,Tex11
KCNK5,Kcnk5
COL10A1,Col10a1
HAND2,Hand2
FDX1,Fdx1
CDH9,Cdh9
LIPA,Lipa
RXRG,Rxrg
KLHL29,Klhl29
FREM2,Frem2
CCR6,Ccr6
GABRR2,Gabrr2
ALDH9A1,Aldh9a1
TMEM217,Tmem217
LAMTOR5,Lamtor5
FANCE,Fance
MRPL32,Mrpl32
C21orf91,D16Ertd472e
AHSG,Ahsg
ARFGEF3,Arfgef3
RF02159,Gm28016
SMIM14,Smim14
PPP2R5E,Ppp2r5e
STARD7,Stard7
CCNG2,Ccng2
TBCEL,Tbcel
DIP2C,Dip2c
TMCO2,Tmco2
POU1F1,Pou1f1
SELE,Sele
IQGAP2,Iqgap2
MCC,Mcc
RF00091,Gm27295
NDUFAF4,Ndufaf4
NCBP2,Ncbp2
FAM110C,Fam110c
USP6NL,Usp6nl
SLIT1,Slit1
RNU6-1044P,Gm24430
RGS14,Rgs14
RF01947,Gm27389
VANGL2,Vangl2
TRPM6,Trpm6
DYRK3,Dyrk3
NSG2,Nsg2
KLHDC7B,Klhdc7b
AFAP1L1,Afap1l1
OR10G7,Olfr978
BRF1,Brf1
HARBI1,Harbi1
RNPS1,Rnps1
TSEN15,Tsen15
FOSL1,Fosl1
FCGR3A,Fcgr4
STX16,Stx16
SLC5A9,Slc5a9
OR10A6,Olfr519
C5orf51,AW549877
HOXB13,Hoxb13
PSMG2,Psmg2
SLC10A4,Slc10a4
BMPER,Bmper
TXNL4B,Txnl4b
USP32,Usp32
B3GNT10,Gm34653
PAEP,Lcn11
RF00287,Gm23212
MIR132,Mir132
SNAPC3,Snapc3
RNU1-18P,Gm26263
MIR374A,Mir374c
DNAJB1,Dnajb1
BMX,Bmx
TMEM167B,Tmem167b
HAAO,Haao
CORT,Cort
COX7A2L,Cox7a2l
GEMIN6,Gm6253
MTSS1,Mtss1
DMAC2L,Atp5s
TRBV28,Trbv29
HTR7,Htr7
RAB25,Rab25
DHDDS,Dhdds
RBMS2,Rbms2
C12orf42,1700113H08Rik
WFDC10A,Wfdc10
NAPSA,Napsa
PIM3,Pim3
OSBPL7,Osbpl7
EDC4,Edc4
TIMM22,Timm22
NEUROG1,Neurog1
TEX13B,Tex13
ASTL,Astl
SKIDA1,Skida1
CCDC102A,Ccdc102a
ZNF7,Zfp7
HDAC11,Hdac11
C19orf44,1700030K09Rik
MAP3K2,Map3k2
SLC28A1,Slc28a1
ARHGAP10,Arhgap10
EXOSC9,Exosc9
COL1A2,Col1a2
LPXN,Lpxn
ATP6V0A1,Atp6v0a1
GPR15,Gpr15
OPN5,Opn5
PCGF5,Pcgf5
CRYBB3,Crybb3
FLOT2,Flot2
RNU6-958P,Gm22597
SGPL1,Sgpl1
FPR2,Fpr2
RF02089,Gm27793
SNTB1,Sntb1
AIF1L,Aif1l
GNAT1,Gnat1
EAPP,Eapp
KLB,Klb
PNO1,Pno1
SLC9C1,Slc9c1
SYT13,Syt13
PARP16,Parp16
FANCG,Fancg
MRPL15,Mrpl15
COX19,Cox19
OSCP1,Oscp1
TM4SF5,Tm4sf5
HAMP,Hamp
SAE1,Sae1
MIR450A2,Mir450-2
LSM3,Lsm3
MIR484,Mir484
RGS1,Rgs1
SLF1,Slf1
HELT,Helt
MANEA,Manea
REXO5,Rexo5
MPV17,Mpv17
TAF2,Taf2
INAFM1,Inafm1
RHOBTB2,Rhobtb2
USF1,Usf1
SIRT6,Sirt6
RNU1-75P,Gm22847
MIR194-1,Mir194-1
ATP2B3,Atp2b3
AC010618.1,Pgls
OR5M1,Olfr1023
RMND5A,Rmnd5a
CHKA,Chka
TM9SF3,Tm9sf3
GLRA2,Glra2
ANKRD23,Ankrd23
KBTBD2,Kbtbd2
EIF4ENIF1,Eif4enif1
OR10A5,Olfr713
CMTM5,Cmtm5
BMP10,Bmp10
STK32C,Stk32c
ANGEL1,Angel1
MIS18BP1,Mis18bp1
SLC10A3,Slc10a3
GULP1,Gulp1
CAMK2N2,Camk2n2
FAM53A,Fam53a
PROB1,Prob1
TENT5C,Tent5c
A1CF,A1cf
ATCAY,Atcay
KLF7,Klf7
DCLK1,Dclk1
PGGHG,Pgghg
ZC3H13,Zc3h13
ENSA,Ensa
THSD4,Thsd4
SCARNA21B,Gm23386
ADGRG6,Adgrg6
GNL2,Gnl2
TIMM10B,Timm10b
KATNB1,Katnb1
SLC7A9,Slc7a9
RETREG1,Retreg1
PSMD7,Psmd7
CLIP4,Clip4
EEA1,Eea1
ANXA2,Anxa2
PCBP2,Pcbp2
SNX15,Snx15
ODF3,Odf3
PRDM11,Prdm11
B3GNT8,B3gnt8
FOXK1,Foxk1
POLR1D,Polr1d
WHAMM,Whamm
GIMAP5,Gimap5
LMAN2,Lman2
FAM171B,Fam171b
IL12B,Il12b
TRO,Tro
UBA3,Uba3
AKAP11,Akap11
FAM46A,Fam46a
C16orf70,D230025D16Rik
VAV1,Vav1
MED6,Med6
SUSD4,Susd4
CATSPERZ,Catsperz
PYM1,Pym1
ARL6,Arl6
FOXJ1,Foxj1
ZNF784,Zfp784
NFASC,Nfasc
SPATA33,Spata33
RFK,Rfk
OR6K6,Olfr231
HS3ST3B1,Hs3st3b1
RHOQ,Rhoq
LSM14A,Lsm14a
TPM2,Tpm2
RNU6-901P,Gm24097
DHRSX,Dhrsx
TMEM47,Tmem47
PIN1,Pin1
FIGLA,Figla
FBXO15,Fbxo15
RN7SKP70,Gm25082
TMEM169,Tmem169
TAC1,Tac1
PCDHB15,Pcdhb22
STX18,Stx18
IQCD,Iqcd
MTERF3,Mterf3
C18orf21,2700062C07Rik
TOMM22,Tomm22
ZSCAN5B,Zscan5b
RPL10L,Rpl10l
USP43,Usp43
GDF1,Gdf1
HDHD5,Hdhd5
KLHL30,Klhl30
RPAP3,Rpap3
ZNF45,Zfp94
ACAP2,Acap2
IFNE,Ifne
KRT16,Krt16
ADCY7,Adcy7
FOXI1,Foxi1
PGBD5,Pgbd5
STK36,Stk36
CASP4,Casp4
CCDC13,Ccdc13
MLX,Mlx
C14orf105,1700011H14Rik
NAIF1,Naif1
TANC2,Tanc2
EXPH5,Exph5
EFCAB6,Efcab6
FAM83H,Fam83h
SPRY4,Spry4
SLIT3,Slit3
DCST2,Dcst2
JAKMIP2,Jakmip2
KCNC1,Kcnc1
ATP5F1A,Atp5a1
TBC1D9B,Tbc1d9b
CITED2,Cited2
PTPRZ1,Ptprz1
PDIA3,Pdia3
FAM13A,Fam13a
RN7SKP13,Gm23030
MIR128-1,Mir128-1
ALX4,Alx4
CHD1L,Chd1l
SPTBN1,Sptbn1
ALDH3A1,Aldh3a1
TOP1,Top1
CRYAB,Cryab
VPS41,Vps41
DENND6B,Dennd6b
KRTAP4-8,Gm11563
RNU6-494P,Gm22572
BMP5,Bmp5
SLC35D2,Slc35d2
NKX2-8,Nkx2-9
RPL23,Rpl23
PCDHB13,Pcdhb16
DPYSL3,Dpysl3
SPCS2,Spcs2
SV2B,Sv2b
SPINK1,Spink3
CLDN19,Cldn19
RHBDL1,Rhbdl1
LZTS2,Lzts2
ZFYVE1,Zfyve1
CERS6,Cers6
DCBLD2,Dcbld2
RIN2,Rin2
SLCO5A1,Slco5a1
OR10J5,Olfr16
ARHGAP20,Arhgap20
ZNF410,Zfp410
GNG8,Gng8
RPS21,Rps21
JPT2,Jpt2
IMP3,Imp3
MDGA1,Mdga1
RF02039,Gm27804
HPGD,Hpgd
GPI,Gpi1
PSMG4,Psmg4
MYNN,Mynn
PHKG1,Phkg1
PRR5,Prr5
KIAA0930,5031439G07Rik
SFT2D1,Sft2d1
MED11,Med11
ZNF827,Zfp827
CCN2,Ccn2
PTAFR,Ptafr
MUC4,Muc4
NDUFA6,Ndufa6
C21orf59,1110004E09Rik
ANXA11,Anxa11
FAM71B,Fam71b
RPGRIP1L,Rpgrip1l
STOX2,Stox2
AGTR1,Agtr1a
RNU6ATAC15P,Gm22713
WDR81,Wdr81
RABGEF1,Rabgef1
PIWIL4,Piwil4
SELENON,Selenon
NUP155,Nup155
SLC25A23,Slc25a23
ABAT,Abat
SSR3,Ssr3
HCN1,Hcn1
IGF2BP3,Igf2bp3
ARNTL2,Arntl2
TNFRSF1A,Tnfrsf1a
EBLN1,LOC102636291
SLC7A6,Slc7a6
RAX,Rax
FGD1,Fgd1
C19orf25,2310011J03Rik
APLN,Apln
GALM,Galm
TMEM263,Tmem263
MDFIC,Mdfic
EPS8L3,Eps8l3
PIP5K1C,Pip5k1c
CHRNA1,Chrna1
CES5A,Ces5a
PRRT4,Prrt4
RN7SKP197,Gm24530
MAP4K5,Map4k5
TRBV15,Trbv17
NCOA7,Ncoa7
TEKT5,Tekt5
AGR2,Agr2
TMPRSS15,Tmprss15
RNU1-52P,Gm25308
ZSWIM7,Zswim7
MRGPRX1,Mrgprb2
AP5B1,Ap5b1
COPZ1,Copz1
CLK3,Clk3
MIR142,Mir142
PPT1,Ppt1
CD37,Cd37
RNU6-897P,Gm22381
OR2B6,Olfr11
SF3B3,Sf3b3
MAPRE2,Mapre2
VARS,Vars
SLC35F1,Slc35f1
RPS13,Rps13
PEX2,Pex2
PHF19,Phf19
TLN2,Tln2
UXT,Uxt
ZFP69,Zfp69
NTS,Nts
ENPP2,Enpp2
PAH,Pah
HIGD1C,Higd1c
GOT1L1,Got1l1
SCARNA7,Gm22009
BEND4,Bend4
SPIRE1,Spire1
PSAP,Psap
RDH14,Rdh14
TYW5,Tyw5
CTSO,Ctso
POLE,Pole
GLI3,Gli3
GTPBP6,Gtpbp6
ANKHD1,Ankhd1
SDHAF1,Sdhaf1
ANKLE1,Ankle1
ST6GALNAC3,St6galnac3
C14orf37,3632451O06Rik
KIAA1524,C330027C09Rik
TWF2,Twf2
SPATA4,Spata4
TRPV6,Trpv6
C1orf210,2610528J11Rik
ABCC4,Abcc4
TNFAIP8L1,Tnfaip8l1
CAPN1,Capn1
MTFP1,Mtfp1
CFHR1,Cfhr1
FNTA,Fnta
NPAS2,Npas2
RNU1-101P,Gm25627
ARHGAP31,Arhgap31
MYOT,Myot
TMEM14C,Tmem14c
DACT2,Dact2
OR6C75,Olfr790
OXGR1,Oxgr1
NPFFR2,Npffr2
RAB17,Rab17
C21orf62,4932438H23Rik
CPLANE1,Cplane1
VMO1,Vmo1
TIGD2,Tigd2
RNU6-1234P,Gm22287
CENPE,Cenpe
CLDN17,Cldn17
MYC,Myc
ENDOU,Endou
SLC41A2,Slc41a2
ST3GAL6,St3gal6
TMEM181,Tmem181a
MBP,Mbp
GDF11,Gdf11
TOMM20L,Tomm20l
SPATA6L,4430402I18Rik
RDM1,Rdm1
STX1A,Stx1a
P2RY1,P2ry1
WFDC12,Wfdc12
MYOC,Myoc
IFITM2,Ifitm2
HSBP1,Hsbp1
VPS33A,Vps33a
RF00153,Gm24920
MIR34B,Mir34b
TMEM106A,Tmem106a
RIBC1,Ribc1
METTL15,Mettl15
ANKH,Ank
INPP5E,Inpp5e
MIRLET7C,Mirlet7c-1
SELENOI,Selenoi
JTB,Jtb
ZNF445,Zfp445
P2RX6,P2rx6
ENKD1,Enkd1
COG4,Cog4
SPAAR,Spaar
RF01880,Gm27520
PDE4A,Pde4a
PODXL,Podxl
SLC25A24,Slc25a24
SNORD46,Gm26330
HIST1H1A,Hist1h1a
GPX4,Gpx4
KIF14,Kif14
MEOX2,Meox2
ZNF286A,Zfp286
UBASH3A,Ubash3a
ZDHHC21,Zdhhc21
ACOX1,Acox1
PALM2,Palm2
TMEM64,Tmem64
CHRNA3,Chrna3
DPM2,Dpm2
PARVB,Parvb
KCNN2,Kcnn2
SLC39A4,Slc39a4
GRK1,Grk1
ALG5,Alg5
CHRNA9,Chrna9
ADAMDEC1,Adamdec1
LIMS1,Lims1
CCNJL,Ccnjl
VTA1,Vta1
RAB29,Rab29
FUNDC1,Fundc1
KXD1,Kxd1
NKIRAS2,Nkiras2
MARK2,Mark2
AMZ2,Amz2
SCARNA12,Gm23547
GNPNAT1,Gnpnat1
NOXO1,Noxo1
KCNMB3,Kcnmb3
EWSR1,Ewsr1
MUC1,Muc1
TAS1R2,Tas1r2
MINK1,Mink1
TMEM177,Tmem177
OOEP,Ooep
SEMA5B,Sema5b
FAM71F1,Fam71f1
INSM2,Insm2
IQCF1,Iqcf1
MGAT4B,Mgat4b
APBB1IP,Apbb1ip
MEGF6,Megf6
BRAF,Braf
ACAT2,Acat3
NGLY1,Ngly1
GDF7,Gdf7
CSTF3,Cstf3
GPC6,Gpc6
SNORD117,Gm25128
NBEAL2,Nbeal2
IL3,Il3
LPP,Lpp
GPR146,Gpr146
KCNH8,Kcnh8
OTOA,Otoa
SLC30A9,Slc30a9
RNU4-13P,Gm25284
RAB3IP,Rab3ip
TP63,Trp63
NADSYN1,Nadsyn1
ISL2,Isl2
C15orf39,1700017B05Rik
FBLN7,Fbln7
IRAK1,Irak1
WDR64,Wdr64
DTL,Dtl
CCT5,Cct5
TDRP,Tdrp
ZNF334,Zfp334
OR6K2,Olfr420
FDFT1,Fdft1
RIPOR1,Ripor1
AOC3,Aoc3
LRRC55,Lrrc55
CLN3,Cln3
OAS2,Oas2
TINCR,Gm20219
IGLC1,Iglc1
RGMB,Rgmb
SKAP1,Skap1
ERCC2,Ercc2
KCNK16,Kcnk16
IGFBP4,Igfbp4
CDKN2AIP,Cdkn2aip
STX6,Stx6
OR51C1P,Olfr560
PEBP4,Pebp4
CAPN6,Capn6
SSBP4,Ssbp4
LBH,Lbh
UBXN10,Ubxn10
UCK2,Uck2
SLC35F5,Slc35f5
PSPH,Psph
MYOZ3,Myoz3
OR3A3,Olfr411
NSD2,Nsd2
BAZ2B,Baz2b
RRBP1,Rrbp1
ANKRD12,Ankrd12
ANXA8L1,Anxa8
YARS2,Yars2
IL27,Il27
MMD,Mmd
CHI3L1,Chil1
MTNR1A,Mtnr1a
FAM151B,Fam151b
NEUROD1,Neurod1
FAM129A,Fam129a
LOXL3,Loxl3
CLP1,Clp1
NDUFAF5,Ndufaf5
NPY,Npy
TCTN1,Tctn1
TMEM198,Tmem198
CDRT4,Cdrt4
UNC93B1,Unc93b1
GABRB3,Gabrb3
CCAR1,Ccar1
NLRC4,Nlrc4
TTBK2,Ttbk2
PEX11G,Pex11g
BABAM1,Babam1
NHLRC3,Nhlrc3
SARS,Sars
IFT80,Ift80
ACTL7A,Actl7a
CPA5,Cpa5
C19orf70,2410015M20Rik
SLC26A9,Slc26a9
G6PC2,G6pc2
PDIK1L,Pdik1l
OR1A1,Olfr403
IFIH1,Ifih1
SLC35F2,Slc35f2
RNF212,Rnf212
KDM5A,Kdm5a
MYOZ2,Myoz2
CCDC88C,Ccdc88c
RAD51C,Rad51c
R3HDML,R3hdml
FLVCR1,Mfsd7b
ATL2,Atl2
AL354761.1,Gm13539
CCDC62,Ccdc62
DDX31,Ddx31
NMUR2,Nmur2
KCTD14,Kctd14
BAZ2A,Baz2a
DEGS2,Degs2
CCDC192,Ccdc192
AL353572.3,Gm47429
DYRK1B,Dyrk1b
ABCD4,Abcd4
GPR27,Gpr27
NDUFA4L2,Ndufa4l2
C3orf38,4930453N24Rik
RNU6-3P,Gm26427
TEX45,Tex45
ITGAM,Itgam
C10orf35,2010107G23Rik
KCNIP2,Kcnip2
TUBB2B,Tubb2b
OR4F16,Olfr1303
